aabbbabbabaabaa aabaaaabbabaabb
abaabbbbbbbbbbb aaaabbbabbbabab
aaaabbbabbbabab aabbbbbaaabbaaa
aabbbbbaaabbaaa aababbbaaaabbba
aababbbaaaabbba aaabaabbabbbbab
aaabaabbabbbbab aabaabaabbbaaab
aabaabaabbbaaab abaaaaaabbababa
abaaaaaabbababa abababaababbaab
abababaababbaab aaabbbbbabaaaba
aaabbbbbabaaaba aabbabaaaababba
aabbabaaaababba abaaaabaaaaaaba
abaaaabaaaaaaba aababbaabbbbbab
aababbaabbbbbab aaabbbbabbbbaba
aaabbbbabbbbaba aabbabaabababab
aabbabaabababab aabaabaababbaab
aabaabaababbaab aaabbaabaaababa
aaabbaabaaababa abaaaabaabaabaa
abaaaabaabaabaa aabbaaaaaabbbba
aabbaaaaaabbbba aababbaaabaaaab
aababbaaabaaaab abaabbabaabbabb
abaabbabaabbabb aabbabbbbabbaba
aabbabbbbabbaba aaaaabbbabbabbb
aaaaabbbabbabbb ababbbaabaaaaba
ababbbaabaaaaba aaabaaaaababbab
aaabaaaaababbab aaababbaaabaaba
aaababbaaabaaba aabbaababababab
aabbaababababab aababbaababbbbb
aababbaababbbbb aaaaaaabaaaabba
aaaaaaabaaaabba aaaaaabbbabbaaa
aaaaaabbbabbaaa ababbaaabbaabab
ababbaaabbaabab aabababbbaaaaba
aabababbbaaaaba aabbbbbbaababaa
aabbbbbbaababaa ababbbaabbbabaa
ababbbaabbbabaa aabbbabbbabaaaa
aabbbabbbabaaaa ababbabbbbaabab
ababbabbbbaabab aaaaaababbababb
aaaaaababbababb ababbaaabbbabbb
ababbaaabbbabbb aabbbaaabbababa
aabbbaaabbababa aabaaaaaaaabbab
aabaaaaaaaabbab aaaababbaaaaabb
aaaababbaaaaabb aaabbbbaababaaa
aaabbbbaababaaa aaaabbbabbbbbab
aaaabbbabbbbbab aaabaaababaaaba
aaabaaababaaaba abaaabbabbaabbb
abaaabbabbaabbb aabbaaaaaababaa
aabbaaaaaababaa aaabbabbbbbabaa
aaabbabbbbbabaa aababbbabbbbbba
aababbbabbbbbba ababbaaaaaaabaa
ababbaaaaaaabaa aabaabaaabbbaaa
aabaabaaabbbaaa aababaaabbabaab
aababaaabbabaab aaababbabaaabaa
aaababbabaaabaa aaaaaaababbbaab
aaaaaaababbbaab abababaaabbbabb
abababaaabbbabb aaabaabbbbabbbb
aaabaabbbbabbbb aabaabbaababbbb
aabaabbaababbbb ababbabaabaaaab
ababbabaabaaaab abaabaaaabbabaa
abaabaaaabbabaa aaabbbbbababbba
aaabbbbbababbba aaabbbbaaaaaaba
aaabbbbaaaaaaba aabbaabaabbbabb
aabbaabaabbbabb ababbaabbababba
ababbaabbababba aaabbbbbbaaaaab
aaabbbbbbaaaaab aaabbbbbbaaaabb
aaabbbbbbaaaabb aabbbbabbbbbbba
aabbbbabbbbbbba aaabaabbbbabaaa
aaabaabbbbabaaa aaabaaababbbbbb
aaabaaababbbbbb ababaaaabbaaaba
ababaaaabbaaaba aabbaababbbbaaa
aabbaababbbbaaa aaaaabaabaabbbb
aaaaabaabaabbbb aaabbbababbbbbb
aaabbbababbbbbb aabaaaabaaaabbb
aabaaaabaaaabbb aabaabbbbabbaba
aabaabbbbabbaba aaaabbaaaaaabab
aaaabbaaaaaabab aabaaaaaaabbbbb
aabaaaaaaabbbbb aaabbaababaaabb
aaabbaababaaabb ababbabbabaaaab
ababbabbabaaaab ababbabbabaabab
ababbabbabaabab aaabababaabbabb
aaabababaabbabb aaabaaababaaaaa
aaabaaababaaaaa aaaaaabaaabbbaa
aaaaaabaaabbbaa aababaaabbaaaba
aababaaabbaaaba aabbbbabababbab
aabbbbabababbab aaaabbbaabaaaab
aaaabbbaabaaaab aabbbaaaaaabbbb
aabbbaaaaaabbbb aaaabbabbabbbbb
aaaabbabbabbbbb aabbabaabbaaabb
aabbabaabbaaabb abaabababbabaab
abaabababbabaab ababbabaaaaaaaa
ababbabaaaaaaaa aaaabbbaabaabaa
aaaabbbaabaabaa aaaabbabaabaabb
aaaabbabaabaabb aababbbbabbabab
aababbbbabbabab aabbaababbbbaab
aabbaababbbbaab aaaabbaaabbbbbb
aaaabbaaabbbbbb aabbababaaabaaa
aabbababaaabaaa aaababaababbabb
aaababaababbabb aaabaaaaaabbaaa
aaabaaaaaabbaaa aaabaaaababbaaa
aaabaaaababbaaa aaaaabbaaabaabb
aaaaabbaaabaabb aaabaaabaababbb
aaabaaabaababbb abaaaaaabababaa
abaaaaaabababaa ababbbaaabbbaab
ababbbaaabbbaab abaababbaababaa
abaababbaababaa aaabababababbba
aaabababababbba ababaaabbbbabba
ababaaabbbbabba abaabbaaabaaaba
abaabbaaabaaaba aabbbbbaabaabbb
aabbbbbaabaabbb ababababbababba
ababababbababba aabbbbbaaababab
aabbbbbaaababab aabbaaaabaaabaa
aabbaaaabaaabaa aabbbbaabbbbaba
aabbbbaabbbbaba aaaaaaaabaaabba
aaaaaaaabaaabba aababbbaabaabab
aababbbaabaabab aabaabaaabbaaab
aabaabaaabbaaab aaaaabaaaaabaaa
aaaaabaaaaabaaa aaaaabbbaabbbbb
aaaaabbbaabbbbb aabbbaabbbaabaa
aabbbaabbbaabaa aabbbaabbbbbbab
aabbbaabbbbbbab aaababaabbbbbaa
aaababaabbbbbaa aabbaabaaababaa
aabbaabaaababaa aababababbbbbbb
aababababbbbbbb abaabaabbbbbaab
abaabaabbbbbaab aaababbabbbabbb
aaababbabbbabbb aababbabbbbaabb
aababbabbbbaabb ababaababbaabaa
ababaababbaabaa aaaaaabbbbababa
aaaaaabbbbababa aabaaabbabababb
aabaaabbabababb aabbbbbbbaaaaba
aabbbbbbbaaaaba aaaaaabbbaabbaa
aaaaaabbbaabbaa aaabbaabbababab
aaabbaabbababab abaaabbbbabbbba
abaaabbbbabbbba ababbaabbabbaaa
ababbaabbabbaaa aaabaaaaaaaaaba
aaabaaaaaaaaaba abaabbbbbbbbbab
abaabbbbbbbbbab aaabababbbaabab
aaabababbbaabab aabababbaaaabbb
aabababbaaaabbb abaabaaaaaaabbb
abaabaaaaaaabbb aaaaabbbabbaaab
aaaaabbbabbaaab ababbaabbbbabab
ababbaabbbbabab abaababaaaabbaa
abaababaaaabbaa abaaababaaaabba
abaaababaaaabba abaaaaaabbbbaaa
abaaaaaabbbbaaa ababababbbaaabb
ababababbbaaabb aabbabaababaaab
aabbabaababaaab aababbbbaaabbba
aababbbbaaabbba aaaabaabaabbbba
aaaabaabaabbbba abaababbbbaaaba
abaababbbbaaaba abaababaabbbbaa
abaababaabbbbaa aaabbaabababaab
aaabbaabababaab aaaaaabbaaabaab
aaaaaabbaaabaab aabaabaaabaabaa
aabaabaaabaabaa aabaaababbaabaa
aabaaababbaabaa abaaabaababaaba
abaaabaababaaba aabaaabaabaabbb
aabaaabaabaabbb aaaabaababaaaaa
aaaabaababaaaaa abababbabbbbbba
abababbabbbbbba aaaaabaaaababbb
aaaaabaaaababbb abababbbaaaaabb
abababbbaaaaabb abaaabbababbbab
abaaabbababbbab aaabbababbabbab
aaabbababbabbab aaaababbaaababa
aaaababbaaababa aabbbabaabbabba
aabbbabaabbabba ababbabbabababa
ababbabbabababa aabbbbbaaababbb
aabbbbbaaababbb aababbbaabbabab
aababbbaabbabab aababbaaabaabab
aababbaaabaabab aaaababaaabbbaa
aaaababaaabbbaa abaaaabbbaabaaa
abaaaabbbaabaaa abaaaababbbbbaa
abaaaababbbbbaa abaabaabaabbaab
abaabaabaabbaab aababaaaaabbbaa
aababaaaaabbbaa abababbbabaaaab
abababbbabaaaab ababaaabbabbabb
ababaaabbabbabb abaaaabbaaabaab
abaaaabbaaabaab aaabbaaababbabb
aaabbaaababbabb aabbbaabbbababa
aabbbaabbbababa ababababaaaabbb
ababababaaaabbb abaaababbbaaaab
abaaababbbaaaab aaabbbbaabaabba
aaabbbbaabaabba aababaabbbaaaaa
aababaabbbaaaaa aaaaabaaabbaabb
aaaaabaaabbaabb aaaaaababbbaaaa
aaaaaababbbaaaa ababbbabbabaaaa
ababbbabbabaaaa abababbabababba
abababbabababba aaabbaaababbbba
aaabbaaababbbba abaababaabaabba
abaababaabaabba abaabaaaaabbabb
abaabaaaaabbabb aaaabaaaabaaabb
aaaabaaaabaaabb aabbaabaaaaabab
aabbaabaaaaabab abaaaaabbababba
abaaaaabbababba abaaaaaabbaabab
abaaaaaabbaabab aaabbabaaababbb
aaabbabaaababbb abababaaabbbaba
abababaaabbbaba aabbabbaababaaa
aabbabbaababaaa aabbababbbabbba
aabbababbbabbba aabababbabbabba
aabababbabbabba aaabbbbaaabaaaa
aaabbbbaaabaaaa aababaaaaaababb
aababaaaaaababb aababbaabbbbaaa
aababbaabbbbaaa aaabbabbaabbbbb
aaabbabbaabbbbb aabbbabaaababaa
aabbbabaaababaa aabbbabaaabbaaa
aabbbabaaabbaaa aabababbaabbaba
aabababbaabbaba aaaaabaabbbaaab
aaaaabaabbbaaab ababbaaaaaaabab
ababbaaaaaaabab ababababbbaaaab
ababababbbaaaab aababaabaaabaab
aababaabaaabaab abaaabbaabbabab
abaaabbaabbabab aaaabbaaabbbbab
aaaabbaaabbbbab aaabaaaaaaabaaa
aaabaaaaaaabaaa abaaababababbbb
abaaababababbbb aaaabbaabbbabaa
aaaabbaabbbabaa aaabbbabbaaaaab
aaabbbabbaaaaab aabbabaabaaabab
aabbabaabaaabab aabbbbabaabbaaa
aabbbbabaabbaaa aaabbaaabaaabab
aaabbaaabaaabab abababaaababbaa
abababaaababbaa aaabbbbabbababa
aaabbbbabbababa aaabbbbabaabbba
aaabbbbabaabbba abababaaabbbbab
abababaaabbbbab ababaabbabbaaab
ababaabbabbaaab aabababababbaba
aabababababbaba aaabaaabaaaaaab
aaabaaabaaaaaab aaaabaabbbbaaba
aaaabaabbbbaaba aaabbabaaaaaabb
aaabbabaaaaaabb aabbabbbaaaabbb
aabbabbbaaaabbb ababbaabbaabbaa
ababbaabbaabbaa aababaabababbab
aababaabababbab abaaaabbaaaaabb
abaaaabbaaaaabb aaaaabbbaaababb
aaaaabbbaaababb aabbaabbabbabbb
aabbaabbabbabbb aababbbabbaabab
aababbbabbaabab abaaababbabbaab
abaaababbabbaab abaaaaabbabaaaa
abaaaaabbabaaaa abababbabbbbbbb
abababbabbbbbbb aabbbbbaaabbbbb
aabbbbbaaabbbbb aaaabbabbaabbab
aaaabbabbaabbab abababbababbabb
abababbababbabb aabbababaabbabb
aabbababaabbabb aaaababbbababaa
aaaababbbababaa aabbbbabbabbabb
aabbbbabbabbabb aabbaaaaababaab
aabbaaaaababaab aaaabaaaababaab
aaaabaaaababaab aabbaabbbbbaabb
aabbaabbbbbaabb aabbbbabbabbbbb
aabbbbabbabbbbb ababbabbbaabbaa
ababbabbbaabbaa ababbabaababbaa
ababbabaababbaa aabbaaaabbbbaba
aabbaaaabbbbaba aabbabaabaabbaa
aabbabaabaabbaa abaabaaababaaba
abaabaaababaaba abaabaaabbbaabb
abaabaaabbbaabb abaaaaaabaaabbb
abaaaaaabaaabbb ababaabaaabbaab
ababaabaaabbaab aabbbabbbaaabaa
aabbbabbbaaabaa aaabbababababba
aaabbababababba aabbbbbaaabaabb
aabbbbbaaabaabb aaaabaabbbbaabb
aaaabaabbbbaabb aaababaaaaaabab
aaababaaaaaabab ababaabababaabb
ababaabababaabb ababbbabababaaa
ababbbabababaaa ababbbaabababab
ababbbaabababab abaaabbbabaaaaa
abaaabbbabaaaaa abaababbaabbbba
abaababbaabbbba aaabbabababaaaa
aaabbabababaaaa abaaabaabbabaab
abaaabaabbabaab aaaabbbbaabbabb
aaaabbbbaabbabb aabbbbbbbababba
aabbbbbbbababba aaaabaaabbabbab
aaaabaaabbabbab aababbbabbaaaaa
aababbbabbaaaaa aaaaabaabaabaab
aaaaabaabaabaab aababababbaabab
aababababbaabab aaaabaaaababaaa
aaaabaaaababaaa ababbabbaaabbaa
ababbabbaaabbaa aaaaaaabbabbbaa
aaaaaaabbabbbaa abaaabbaabbbaaa
abaaabbaabbbaaa ababaaabbbbbbab
ababaaabbbbbbab abaabaababbbbba
abaabaababbbbba aabbbbaabbbabba
aabbbbaabbbabba aababbaaabbbaba
aababbaaabbbaba ababbbaababbbaa
ababbbaababbbaa aaababaababbaaa
aaababaababbaaa aaabaababbbaaab
aaabaababbbaaab aabababaaaabbaa
aabababaaaabbaa ababaaaaaabaaba
ababaaaaaabaaba aaaabbabaabbbba
aaaabbabaabbbba ababbaabaaaaaab
ababbaabaaaaaab aaaabaabaababba
aaaabaabaababba aaabbbbaabaaaba
aaabbbbaabaaaba abaababbbaabbba
abaababbbaabbba aaabaabbbaabbaa
aaabaabbbaabbaa aababaabbaaabbb
aababaabbaaabbb ababbaaababaaaa
ababbaaababaaaa aaaaaabbabababa
aaaaaabbabababa aaaaaabbbbbbaab
aaaaaabbbbbbaab aaabbbbbababbab
aaabbbbbababbab abaabbbbabbbbaa
abaabbbbabbbbaa abaaabbbabbaaab
abaaabbbabbaaab aabaaababbababb
aabaaababbababb abaababbbaaaaba
abaababbbaaaaba ababbbaaaaaabba
ababbbaaaaaabba aaabbaaabbbaaba
aaabbaaabbbaaba aaaaaaabaababab
aaaaaaabaababab aaaabbaaaabaaaa
aaaabbaaaabaaaa aaabaaaaabaaaba
aaabaaaaabaaaba abaabaabbaababa
abaabaabbaababa aabaaaabaaabaaa
aabaaaabaaabaaa aaabbbaaababaab
aaabbbaaababaab abaaaababbaabba
abaaaababbaabba abaabbbaabbaaab
abaabbbaabbaaab aababaabbbabaaa
aababaabbbabaaa aababaaaaaaaaab
aababaaaaaaaaab aaaaabaaaabbbbb
aaaaabaaaabbbbb aabaabbabaaaabb
aabaabbabaaaabb aabaaabbbbbbaaa
aabaaabbbbbbaaa aabaabbaaabbbaa
aabaabbaaabbbaa abaaabbabaabbaa
abaaabbabaabbaa aabbbbbabaaaaba
aabbbbbabaaaaba abaabaaaababbbb
abaabaaaababbbb aaaaaaaabbabbba
aaaaaaaabbabbba aaaababaaabbaaa
aaaababaaabbaaa aabbaabbababbab
aabbaabbababbab aaaabaababbbbaa
aaaabaababbbbaa aabbbbabbbaaaab
aabbbbabbbaaaab aaabbaababbbbab
aaabbaababbbbab aabbaaaabbbaaaa
aabbaaaabbbaaaa aababaabbabbabb
aababaabbabbabb ababbbaaabbabab
ababbbaaabbabab aabaaaabbaababb
aabaaaabbaababb aaaabbaaabbbbba
aaaabbaaabbbbba aabaabbbaaabbab
aabaabbbaaabbab aabbabbbaaaaaab
aabbabbbaaaaaab aabaabbbbabaaaa
aabaabbbbabaaaa aaaaaabbaabaaab
aaaaaabbaabaaab abababaaabbbbba
abababaaabbbbba aaabbababaababa
aaabbababaababa aaabbbbbabaabba
aaabbbbbabaabba aaabaaabbaaabba
aaabaaabbaaabba ababbbaaabbaabb
ababbbaaabbaabb aaaabbbbbaaabba
aaaabbbbbaaabba aabbbabbbbbbbbb
aabbbabbbbbbbbb ababaabbbabaaab
ababaabbbabaaab aabbbababbbabab
aabbbababbbabab aabbaaaaaabaaba
aabbaaaaaabaaba ababbababaababb
ababbababaababb aaababbabbbbaba
aaababbabbbbaba aaaabbaaabbbaaa
aaaabbaaabbbaaa aaabbbaabababba
aaabbbaabababba abaaaaaabaabbaa
abaaaaaabaabbaa aaababbabbaabaa
aaababbabbaabaa aabbbbaaaabbbba
aabbbbaaaabbbba aaaaababaaabaaa
aaaaababaaabaaa aaaabbbbaababab
aaaabbbbaababab aaababbabbbaaab
aaababbabbbaaab aabbababbbbabbb
aabbababbbbabbb aaaaaabbbaabbab
aaaaaabbbaabbab aabaaaabbbbbbaa
aabaaaabbbbbbaa aabbbaabbaaabaa
aabbbaabbaaabaa ababbbaabbbbbba
ababbbaabbbbbba aababaabbabbbab
aababaabbabbbab aabbbabbbbbbabb
aabbbabbbbbbabb aaaabaaabbbabaa
aaaabaaabbbabaa aababbbaaaababb
aababbbaaaababb aaaabababbbbbaa
aaaabababbbbbaa aaaaabbbbabbabb
aaaaabbbbabbabb aaabbbaabaabbbb
aaabbbaabaabbbb ababaaaaabababa
ababaaaaabababa aaaaabbbbaabaaa
aaaaabbbbaabaaa aaaabbaababaaaa
aaaabbaababaaaa abaabaababbaaaa
abaabaababbaaaa aabbbbaabbabbba
aabbbbaabbabbba aababbabaaaaabb
aababbabaaaaabb ababaaabbabaabb
ababaaabbabaabb aabaaababaaabbb
aabaaababaaabbb aabaabaabaababb
aabaabaabaababb abaabbaaabbbbba
abaabbaaabbbbba aaaaaababbbbaab
aaaaaababbbbaab aabaabbbbbbabaa
aabaabbbbbbabaa aabaabbaaaabbba
aabaabbaaaabbba aabaabababbabbb
aabaabababbabbb ababbababbabbba
ababbababbabbba aaaababbbaabbab
aaaababbbaabbab abaabbbabbabaab
abaabbbabbabaab abaaaabaaabaaaa
abaaaabaaabaaaa aaabbaabaababab
aaabbaabaababab ababaaabaababbb
ababaaabaababbb abaaaaaaaaabaab
abaaaaaaaaabaab aabbbbabbaabbba
aabbbbabbaabbba ababaaaaaababbb
ababaaaaaababbb abaaaaabbbaaaaa
abaaaaabbbaaaaa aaababababbabba
aaababababbabba ababbaaabbbaaaa
ababbaaabbbaaaa aabbaaabbbbabba
aabbaaabbbbabba aaabbbabbbbaabb
aaabbbabbbbaabb aababaaaababbba
aababaaaababbba abaaabbabbbaaba
abaaabbabbbaaba aaaabaaaabbabab
aaaabaaaabbabab aabaaabbaabbaab
aabaaabbaabbaab aabbbbbabbbabaa
aabbbbbabbbabaa aabaaaaabbabbaa
aabaaaaabbabbaa aaabbbbbbbaaabb
aaabbbbbbbaaabb aababbaabbababb
aababbaabbababb aaabbaaaaabbbba
aaabbaaaaabbbba abaabbaaaaaaaaa
abaabbaaaaaaaaa aaaaaababbbabab
aaaaaababbbabab aaababbbabbabaa
aaababbbabbabaa aaaabbbbabaaabb
aaaabbbbabaaabb abaabbaaaababaa
abaabbaaaababaa aabaabaaabbabaa
aabaabaaabbabaa aaabaabbbaaabab
aaabaabbbaaabab abababaaaabaaaa
abababaaaabaaaa aabaaababbababa
aabaaababbababa aababbbbbabaaaa
aababbbbbabaaaa aaabbaaaabbaaab
aaabbaaaabbaaab abaabbaabbaabbb
abaabbaabbaabbb aaaabaabaaabbaa
aaaabaabaaabbaa aaaababbbaabbaa
aaaababbbaabbaa aaabbaaabbababb
aaabbaaabbababb aabbabbababbbbb
aabbabbababbbbb aabbbaaaaaabaab
aabbbaaaaaabaab aabaaaaaaaaabbb
aabaaaaaaaaabbb aaaaaababbabaab
aaaaaababbabaab aabaabbbbbbaaaa
aabaabbbbbbaaaa aaaaabbabababaa
aaaaabbabababaa abababbbabbbbba
abababbbabbbbba aababbababbbaaa
aababbababbbaaa aababaaaaaaabaa
aababaaaaaaabaa aaabbabbbbaaaba
aaabbabbbbaaaba aabbaaababaaabb
aabbaaababaaabb aabbbaabbbabaaa
aabbbaabbbabaaa aaaaababaaabbbb
aaaaababaaabbbb abaaaabbbbaaaab
abaaaabbbbaaaab abaabbaababaabb
abaabbaababaabb abaaaaabaabaabb
abaaaaabaabaabb aabababaabaabba
aabababaabaabba aaaabbbabbaabab
aaaabbbabbaabab aabbbababbaabab
aabbbababbaabab abaabbabaabbaba
abaabbabaabbaba abaaaabbabaabab
abaaaabbabaabab aabaabbbbababab
aabaabbbbababab abababbbbababba
abababbbbababba aabbaaaabaaaaab
aabbaaaabaaaaab abaabaababbbaab
abaabaababbbaab abaaaaaaabaabaa
abaaaaaaabaabaa aababbaaababbaa
aababbaaababbaa ababbaaabbbabba
ababbaaabbbabba ababbbaaaabbbaa
ababbbaaaabbbaa aababbaababbbba
aababbaababbbba aaabaaaaabbbbba
aaabaaaaabbbbba abaaabbbabbbbaa
abaaabbbabbbbaa abababaaababaab
abababaaababaab aabbaabaabbaaba
aabbaabaabbaaba aaaabbabbabbbaa
aaaabbabbabbbaa aabbbbbbabbbbbb
aabbbbbbabbbbbb abaaaabbbaabbaa
abaaaabbbaabbaa aabbbaabaaabbba
aabbbaabaaabbba aababaabaabbabb
aababaabaabbabb aaaababaaaaabab
aaaababaaaaabab aabbbababaaaaab
aabbbababaaaaab aabababaaaaaabb
aabababaaaaaabb ababbbabaabaaaa
ababbbabaabaaaa ababaabbbabbaba
ababaabbbabbaba aabaaabaaabaaaa
aabaaabaaabaaaa aabababaaaabbba
aabababaaaabbba aabbabbbbbbbaba
aabbabbbbbbbaba aabbabbaaababbb
aabbabbaaababbb aaaabbbaabbbaba
aaaabbbaabbbaba aabbababbbaaaba
aabbababbbaaaba abaabbaaaabbaaa
abaabbaaaabbaaa abababababbaaab
abababababbaaab aabbabbabbbaaba
aabbabbabbbaaba aabaabaaaaababb
aabaabaaaaababb abababbaabbbbab
abababbaabbbbab aabaabaabbaaaab
aabaabaabbaaaab aabbbaaaabababa
aabbbaaaabababa aabaabbabbbbaab
aabaabbabbbbaab abaaabaabbbabbb
abaaabaabbbabbb aaabbbbabbbbbbb
aaabbbbabbbbbbb ababbbaaabbbbab
ababbbaaabbbbab aababbbbbbabbba
aababbbbbbabbba aabaaabbaabbbba
aabaaabbaabbbba aaabbabaaabbaab
aaabbabaaabbaab abaabbaabaabbbb
abaabbaabaabbbb aaabaaabababaaa
aaabaaabababaaa aabbabbbaabbabb
aabbabbbaabbabb aababbbaaaaaabb
aababbbaaaaaabb ababbaaabbabbba
ababbaaabbabbba aabbababbaaaaab
aabbababbaaaaab aabbaabbabbbbab
aabbaabbabbbbab aabaaabbaaaabba
aabaaabbaaaabba aaabaabbaaabaab
aaabaabbaaabaab ababbaaabaabbaa
ababbaaabaabbaa aaaaabbabbabaab
aaaaabbabbabaab abaababbaabbbaa
abaababbaabbbaa aababbbbabababb
aababbbbabababb ababaabbbbbbaaa
ababaabbbbbbaaa aababaaabbababb
aababaaabbababb ababaabbbababaa
ababaabbbababaa aaaabbbbbabbabb
aaaabbbbbabbabb ababbaaabbaabaa
ababbaaabbaabaa aaabbabbbababbb
aaabbabbbababbb aabaabbaabbbbba
aabaabbaabbbbba aabbabbabaababa
aabbabbabaababa ababbaaaaabaaaa
ababbaaaaabaaaa abaabbbaabaaabb
abaabbbaabaaabb aaabbbbbabbabbb
aaabbbbbabbabbb ababaabbabbaaba
ababaabbabbaaba aabbbabbbbabbab
aabbbabbbbabbab aaababaabbbbaaa
aaababaabbbbaaa abaaaaabbbabbaa
abaaaaabbbabbaa abaaaaaaabaabab
abaaaaaaabaabab aaaabbbbbbbbbaa
aaaabbbbbbbbbaa aaababbabbbaabb
aaababbabbbaabb aaaaabaababbbaa
aaaaabaababbbaa aaaaababbabbaaa
aaaaababbabbaaa aabbaabbaabbabb
aabbaabbaabbabb aababababbaaabb
aababababbaaabb aabbbaababaabaa
aabbbaababaabaa aaaabaaabbabbaa
aaaabaaabbabbaa ababbaabbabaaaa
ababbaabbabaaaa aabaaaabaabaaba
aabaaaabaabaaba abaaababbaaabba
abaaababbaaabba abaaabbbbbaabba
abaaabbbbbaabba abaabbaabaaaaab
abaabbaabaaaaab aabaaabbbaaabbb
aabaaabbbaaabbb aaabbaabaaaabba
aaabbaabaaaabba abaabbbbbbaabab
abaabbbbbbaabab aaaabaaaababbaa
aaaabaaaababbaa aaababaabbbaaab
aaababaabbbaaab aabbaaabbaabbbb
aabbaaabbaabbbb aabaabbbbbaabab
aabaabbbbbaabab abaabbbabaababb
abaabbbabaababb aabbbaabbababaa
aabbbaabbababaa abababaabaaaaba
abababaabaaaaba aaabbabbbabbbab
aaabbabbbabbbab aaabbabbbabbaab
aaabbabbbabbaab abaaababbbaabba
abaaababbbaabba ababaaabbaabaab
ababaaabbaabaab aaabbbabbbabbaa
aaabbbabbbabbaa abaaabaabbabbaa
abaaabaabbabbaa abaabbaabababaa
abaabbaabababaa ababbbaaaaaaaab
ababbbaaaaaaaab aaaaabbbabaaaab
aaaaabbbabaaaab aaabaabbababbbb
aaabaabbababbbb aabaaaaabbababb
aabaaaaabbababb aaabaaaaaabbaba
aaabaaaaaabbaba aabbababbbbabba
aabbababbbbabba aabbbbabaabaaab
aabbbbabaabaaab abaabbbabbbabbb
abaabbbabbbabbb aaabbbbbabababb
aaabbbbbabababb aaaabbabaaaaaab
aaaabbabaaaaaab aabaaaabaababba
aabaaaabaababba aabaaaabbaabbbb
aabaaaabbaabbbb aabbbbbbbabaaba
aabbbbbbbabaaba aabbbbaaabbbbaa
aabbbbaaabbbbaa abaaaaaaabbbaab
abaaaaaaabbbaab aaaabbaaabbaaaa
aaaabbaaabbaaaa ababaabaaababba
ababaabaaababba aaaabaaaaaabbba
aaaabaaaaaabbba aabaaaabaaababa
aabaaaabaaababa aaabaabababaabb
aaabaabababaabb aaaabbaabbbbbab
aaaabbaabbbbbab aaaaaaabbaaaaab
aaaaaaabbaaaaab aabbaaaaaabaaab
aabbaaaaaabaaab aaaababbabbbbab
aaaababbabbbbab abaabaabbbabbaa
abaabaabbbabbaa aaabbaababbaaaa
aaabbaababbaaaa aaaaabbbabaabba
aaaaabbbabaabba aaabababaaaaabb
aaabababaaaaabb abaababbbbbaaba
abaababbbbbaaba aaaababbabbbaab
aaaababbabbbaab aabaaabbaababbb
aabaaabbaababbb ababbbaababbaab
ababbbaababbaab aabbbaaaaababbb
aabbbaaaaababbb ababaabaababbbb
ababaabaababbbb aabaaabbabbaaaa
aabaaabbabbaaaa aabaaaaabbbaaba
aabaaaaabbbaaba aabaabbbbbbbabb
aabaabbbbbbbabb aabaaaaaaababab
aabaaaaaaababab aaabbbbbbabbaab
aaabbbbbbabbaab aababbaabaababb
aababbaabaababb aababbaabaaaaaa
aababbaabaaaaaa aabbabbbbbaabbb
aabbabbbbbaabbb aabbbabbbaaaaab
aabbbabbbaaaaab abaababbabaabaa
abaababbabaabaa aababaaabababba
aababaaabababba ababaaabbbbaaab
ababaaabbbbaaab aabbaaaaaabbbab
aabbaaaaaabbbab aaabbaaaababbab
aaabbaaaababbab abaaaabaaabbbba
abaaaabaaabbbba aaaabaabbbbbbba
aaaabaabbbbbbba aaaabbbbaabbbba
aaaabbbbaabbbba abaabbaabbaaabb
abaabbaabbaaabb aabbaababbabbba
aabbaababbabbba aabbbabaaababab
aabbbabaaababab aaabbaaabaabbbb
aaabbaaabaabbbb abababbaabbaaaa
abababbaabbaaaa aabaaabaaabaabb
aabaaabaaabaabb aaaaabbbbabaabb
aaaaabbbbabaabb aabbbbabaaabbaa
aabbbbabaaabbaa ababbabbbaabbba
ababbabbbaabbba aaaaabbbbaaabab
aaaaabbbbaaabab abababbbabbabaa
abababbbabbabaa aaabbbbbaabaaba
aaabbbbbaabaaba abababaaabbaaab
abababaaabbaaab abaabbbbabababb
abaabbbbabababb ababbaababbabab
ababbaababbabab abaaabaabaaabbb
abaaabaabaaabbb aaaaababbaabbab
aaaaababbaabbab aaaaabbaaabbaba
aaaaabbaaabbaba aaabababaaaabab
aaabababaaaabab aaabbabaaaababa
aaabbabaaaababa aabababbabbbaab
aabababbabbbaab abaaababbbbbbaa
abaaababbbbbbaa abaaabbaaababab
abaaabbaaababab aaaabbaababbaba
aaaabbaababbaba aaaabbbbbbbabbb
aaaabbbbbbbabbb ababbbababbbaba
ababbbababbbaba aaabbbbabbaaaab
aaabbbbabbaaaab aababbabbabbbaa
aababbabbabbbaa aabaaaababaabaa
aabaaaababaabaa aaabaabbbbaabbb
aaabaabbbbaabbb abaaaabbabbbbba
abaaaabbabbbbba aaaaabbbabbabab
aaaaabbbabbabab abaababaabaaaaa
abaababaabaaaaa aaababbbbaabbaa
aaababbbbaabbaa ababaabababbaba
ababaabababbaba ababaabbaaabaab
ababaabbaaabaab abaaabbaaaabaaa
abaaabbaaaabaaa abaabbababbaaab
abaabbababbaaab abababbbbbabaab
abababbbbbabaab abaabababbbbaaa
